Name,original address,TypeFull,old text,Phone,Start Time,Day,Address,status,street,borough,zip,cb,cwz,lat,lon,BBL,Additional Information,Type,Open Range
CHURCH OF GOD FEEDING THE HUNGRY,"836 Classon Ave, Brooklyn, New York, 11238",Food Pantry,ClosedOpens 10:00 AM undefined(718) 230-5955,(718) 230-5955,10:00 AM,No Info,"836 Classon Ave, Brooklyn, New York, 11238",OK,836 CLASSON AVENUE,BROOKLYN,11238,308,BK3,40.672378,-73.960994,3011770038,,Food Pantry,Morning
IMMANUEL FIRST SPANISH UNITED METHODIST CHURCH,"424 Dean St, Brooklyn, New York, 11217",Food Pantry,ClosedOpens 1:00 PM Tue(718) 624-3300,(718) 624-3300,1:00 PM,Tue,"424 Dean St, Brooklyn, New York, 11217",OK,424 DEAN STREET,BROOKLYN,11217,306,BK2,40.682395,-73.977332,3009300032,,Food Pantry,Afternoon
CHRISTIAN CULTURAL CENTER,"12020 Flatlands Ave, Brooklyn, New York, 11207",Food Pantry,OpenCloses 3:00 PM(718) 306-1021,(718) 306-1021,3:00 PM,No Info,"12020 Flatlands Ave, Brooklyn, New York, 11207",OK,12020 FLATLANDS AVENUE,BROOKLYN,11207,305,BK3,40.651172,-73.889936,3044300001,,Food Pantry,Afternoon
HOPE RESTORATION MINISTRIES,"101-01 Springfield Blvd, Queens Village, NY, 11429, USA",Food Pantry,ClosedOpens 2:00 PM Sat(718) 217-4799,(718) 217-4799,2:00 PM,Sat,"101-01 Springfield Blvd, Queens Village, NY, 11429, USA",OK,101-01 SPRINGFIELD BOULEVARD,QUEENS,11429,413,QN4,40.714235,-73.735677,4107730001,,Food Pantry,Afternoon
WIADCA CARES (FP),"1561 Bedford Ave, Brooklyn, New York, 11225",Food Pantry,ClosedOpens 10:00 AM Wed(718) 467-1797,(718) 467-1797,10:00 AM,Wed,"1561 Bedford Ave, Brooklyn, New York, 11225",OK,1561 BEDFORD AVENUE,BROOKLYN,11225,309,BK3,40.668945,-73.955683,3012740001,,Food Pantry,Morning
THE TEMPLE OF RESTORATION TTOR FOOD PANTRY (FP),"490 Pacific St, Brooklyn, New York, 11217",Food Pantry,OpenCloses 4:00 PM(646) 863-4239,(646) 863-4239,4:00 PM,No Info,"490 Pacific St, Brooklyn, New York, 11217",OK,490 PACIFIC STREET,BROOKLYN,11217,302,BK2,40.684839,-73.981543,3001910029,,Food Pantry,Afternoon
QUEENSBORO TEMPLE SEVENTH DAY ADVENTIST CHURCH,"96-50 222nd St, Queens Village, New York, 11429",Food Pantry,ClosedOpens 1:00 PM Wed(718) 776-8538,(718) 776-8538,1:00 PM,Wed,"96-50 222nd St, Queens Village, New York, 11429",OK,96-50 222 STREET,QUEENS,11429,413,QN4,40.718217,-73.731704,4107890114,,Food Pantry,Afternoon
ST. ALBANS BAPTIST CHURCH,"196-20 119th Ave, Saint Albans, NY, 11412, USA",Food Pantry,ClosedOpens 10:00 AM Sat(718) 723-8005,(718) 723-8005,10:00 AM,Sat,"196-20 119th Ave, Saint Albans, NY, 11412, USA",OK,196-20 119 AVENUE,QUEENS,11412,412,QN4,40.690773,-73.754449,4126520010,,Food Pantry,Morning
SOUTH BKLYN SEVENTH DAY ADVENTIST CHURCH COMMUNITY SERVICE PROGRAM,"42 Prospect Pl, Brooklyn, New York, 11217",Food Pantry,ClosedOpens 11:00 AM Sun(718) 783-1662,(718) 783-1662,11:00 AM,Sun,"42 Prospect Pl, Brooklyn, New York, 11217",OK,42 PROSPECT PLACE,BROOKLYN,11217,306,BK2,40.679754,-73.976421,3009380026,,Food Pantry,Noon
COOP CITY SDA CHURCH FOOD PANTRY,"1010 Baychester Ave, Bronx, New York, 10475",Food Pantry,ClosedOpens 5:30 PM Wed(718) 320-0518,(718) 320-0518,5:30 PM,Wed,"1010 Baychester Ave, Bronx, New York, 10475",OK,1010 BAYCHESTER AVENUE,BRONX,10475,210,BX2,40.880211,-73.831498,2051410298,,Food Pantry,Afternoon
INTERNATIONAL PENTECOSTAL CITY MISSION,"9202 Church Ave, Brooklyn, New York, 11236",Food Pantry,ClosedOpens 11:00 AM Sat(718) 342-9005,(718) 342-9005,11:00 AM,Sat,"9202 Church Ave, Brooklyn, New York, 11236",OK,9202 CHURCH AVENUE,BROOKLYN,11236,317,BK3,40.653809,-73.91836,3047130036,,Food Pantry,Noon
NEW BEGINNING FOOD PROGRAM,"242-01 Braddock Ave, Bellerose, NY, 11426, USA",Food Pantry,ClosedOpens 10:00 AM Tue,,10:00 AM,Tue,"242-01 Braddock Ave, Bellerose, NY, 11426, USA",OK,242-01 BRADDOCK AVENUE,QUEENS,11426,413,QN4,40.726166,-73.726245,4079920028,,Food Pantry,Morning
GETHSEMANE SEVENTH DAY ADVENTIST CHURCH,"357 Empire Blvd, Brooklyn, New York, 11225",Food Pantry,ClosedOpens 12:00 PM Sun(718) 467-4181,(718) 467-4181,12:00 PM,Sun,"357 Empire Blvd, Brooklyn, New York, 11225",OK,357 EMPIRE BOULEVARD,BROOKLYN,11225,309,BK3,40.663955,-73.950312,3013090138,,Food Pantry,Noon
HOREB SEVENTH DAY ADVENTIST COMMUNITY SERVICES,"520 Kingston Ave, Brooklyn, New York, 11225",Food Pantry,ClosedOpens 10:00 AM Tue(718) 778-7373,(718) 778-7373,10:00 AM,Tue,"520 Kingston Ave, Brooklyn, New York, 11225",OK,520 KINGSTON AVENUE,BROOKLYN,11225,309,BK3,40.661212,-73.942687,3047980039,,Food Pantry,Morning
ST. LUKE'S SENIOR COMMUNITY PROGRAM (SK),"765 E 222nd St, Bronx, New York, 10467",Soup Kitchen,OpenCloses 1:00 PM(718) 882-3060,(718) 882-3060,1:00 PM,No Info,"765 E 222nd St, Bronx, New York, 10467",OK,765 EAST  222 STREET,BRONX,10467,212,BX2,40.885118,-73.859803,2048360007,,Soup Kitchen,Afternoon
MORE THAN CONQUERORS GLOBAL MINISTRIES INC,"153-56 Rockaway Blvd, Jamaica, New York, 11434",Food Pantry,ClosedOpens 2:00 PM Sat(718) 528-3334,(718) 528-3334,2:00 PM,Sat,"153-56 Rockaway Blvd, Jamaica, New York, 11434",OK,153-56 ROCKAWAY BOULEVARD,QUEENS,11434,412,QN4,40.669192,-73.782282,4121360022,,Food Pantry,Afternoon
"SANCTIFIED CHURCH OF GOD, INC/COMMUNITY FEEDING PROGRAM","404 Lefferts Ave, Brooklyn, New York, 11225",Food Pantry,ClosedOpens 12:00 PM Sat(718) 493-2385,(718) 493-2385,12:00 PM,Sat,"404 Lefferts Ave, Brooklyn, New York, 11225",OK,404 LEFFERTS AVENUE,BROOKLYN,11225,309,BK3,40.662511,-73.948186,3013300034,,Food Pantry,Noon
SISTERS WITH PURPOSE INC,"1540 Van Siclen Ave, Brooklyn, New York, 11239",Food Pantry,ClosedOpens 9:00 AM Sat(646) 460-4101,(646) 460-4101,9:00 AM,Sat,"1540 Van Siclen Ave, Brooklyn, New York, 11239",OK,1540 VAN SICLEN AVENUE,BROOKLYN,11239,305,BK3,40.648214,-73.877613,3044520200,,Food Pantry,Morning
MORIAH CITY COMMUNITY FOOD PANTRY,"206-14 Linden Blvd, Cambria Heights, New York, 11411",Food Pantry,ClosedOpens 3:00 PM Wed(718) 276-1908,(718) 276-1908,3:00 PM,Wed,"206-14 Linden Blvd, Cambria Heights, New York, 11411",OK,206-14 LINDEN BOULEVARD,QUEENS,11411,413,QN4,40.696186,-73.745904,4126360006,,Food Pantry,Afternoon
CHURCH OF GOD (BK),"627 Remsen Ave, Brooklyn, New York, 11236",Food Pantry,ClosedOpens 12:00 PM Sat(718) 346-4897,(718) 346-4897,12:00 PM,Sat,"627 Remsen Ave, Brooklyn, New York, 11236",OK,627 REMSEN AVENUE,BROOKLYN,11236,317,BK3,40.651657,-73.918683,3047110012,,Food Pantry,Noon
CHANCE FOR CHILDREN,"11 Mc Keever Pl, Brooklyn, New York, 11225",Food Pantry,ClosedOpens 10:00 AM Fri(347) 616-3228,(347) 616-3228,10:00 AM,Fri,"11 Mc Keever Pl, Brooklyn, New York, 11225",OK,11 MC KEEVER PLACE,BROOKLYN,11225,309,BK3,40.665806,-73.958716,3013020001,,Food Pantry,Morning
BRONX BETHANY COMMUNITY CORPORATION,"971 E 227th St, Bronx, New York, 10466",Food Pantry,ClosedOpens 3:00 PM Thu(718) 697-9672,(718) 697-9672,3:00 PM,Thu,"971 E 227th St, Bronx, New York, 10466",OK,971 EAST  227 STREET,BRONX,10466,212,BX2,40.886799,-73.852063,2048630006,,Food Pantry,Afternoon
BROOKLYN FAITH SEVENTH DAY ADVENTIST CHURCH,"5518 Church Ave, Brooklyn, NY, 11203, USA",Food Pantry,ClosedOpens 1:00 PM Thu(718) 342-6712,(718) 342-6712,1:00 PM,Thu,"5518 Church Ave, Brooklyn, NY, 11203, USA",OK,5518 CHURCH AVENUE,BROOKLYN,11203,317,BK3,40.652471,-73.925014,3047030007,,Food Pantry,Afternoon
BROOKLYN FAITH SDA CHURCH (SK),"5518 Church Ave, Brooklyn, NY, 11203, USA",Soup Kitchen,ClosedOpens 12:00 PM Fri(718) 342-6712,(718) 342-6712,12:00 PM,Fri,"5518 Church Ave, Brooklyn, NY, 11203, USA",OK,5518 CHURCH AVENUE,BROOKLYN,11203,317,BK3,40.652471,-73.925014,3047030007,,Soup Kitchen,Noon
CHRISTIAN FELLOWSHIP SEVENTH DAY ADVENTIST COMMUNITY SVCS,"777 Schenectady Ave, Brooklyn, New York, 11203",Food PantrySoup Kitchen,ClosedOpens 5:00 PM Mon(718) 916-0956,(718) 916-0956,5:00 PM,Mon,"777 Schenectady Ave, Brooklyn, New York, 11203",OK,777 SCHENECTADY AVENUE,BROOKLYN,11203,317,BK3,40.65439,-73.933582,3046530040,,Food Pantry,Afternoon
COMMUNITY HELP IN PARK SLOPE INC (SK),"200 4th Ave, Brooklyn, NY, 11217, USA",Soup Kitchen,OpenCloses 1:00 PM(718) 237-2962,(718) 237-2962,1:00 PM,No Info,"200 4th Ave, Brooklyn, NY, 11217, USA",OK,200 4 AVENUE,BROOKLYN,11217,306,BK2,40.678194,-73.982529,3004270046,,Soup Kitchen,Afternoon
COMMUNITY HELP IN PARK SLOPE (FP),"200 FOURTH AVENUE, BK 11217",Food Pantry,OpenCloses 1:00 PM(718) 237-2962,(718) 237-2962,1:00 PM,No Info,"200 FOURTH AVENUE, BK 11217",OK,200 FOURTH AVENUE,BROOKLYN,11217,306,BK2,40.678194,-73.982529,3004270046,,Food Pantry,Afternoon
GOD'S BATTALION OF PRAYER CHURCH,"661 Linden Blvd, Brooklyn, New York, 11203",Food Pantry,ClosedOpens 9:00 AM Tue(718) 774-5447,(718) 774-5447,9:00 AM,Tue,"661 Linden Blvd, Brooklyn, New York, 11203",OK,661 LINDEN BOULEVARD,BROOKLYN,11203,317,BK3,40.653599,-73.93403,3048670025,,Food Pantry,Morning
RCA CAMBRIA HEIGHTS COMMUNITY CHURCH FP,"116-12 220th St, Cambria Heights, NY, 11411, USA",Food Pantry,ClosedOpens 9:00 AM Sat(718) 528-2138,(718) 528-2138,9:00 AM,Sat,"116-12 220th St, Cambria Heights, NY, 11411, USA",OK,116-12 220 STREET,QUEENS,11411,413,QN4,40.696408,-73.739487,4113200039,,Food Pantry,Morning
"JESUS RECONCILIATION MINISTRIES, INC","4051 Barnes Ave, Bronx, NY, 10466, USA",Food Pantry,ClosedOpens 12:00 PM Sat(718) 844-8704,(718) 844-8704,12:00 PM,Sat,"4051 Barnes Ave, Bronx, NY, 10466, USA",OK,4051 BARNES AVENUE,BRONX,10466,212,BX2,40.889137,-73.856355,2048420001,,Food Pantry,Noon
"CARING SHEPHERD SUPPLIES MINISTRIES, INC","4056 Barnes Ave, Bronx, NY, 10466, USA",Food Pantry,ClosedOpens 4:00 PM Thu(917) 743-0780,(917) 743-0780,4:00 PM,Thu,"4056 Barnes Ave, Bronx, NY, 10466, USA",OK,4056 BARNES AVENUE,BRONX,10466,212,BX2,40.889189,-73.856301,2048530047,,Food Pantry,Afternoon
LADIES IN WAITING,"276 Fenimore St, Brooklyn, New York, 11225",Food Pantry,ClosedOpens 10:00 AM Tue(718) 469-8816,(718) 469-8816,10:00 AM,Tue,"276 Fenimore St, Brooklyn, New York, 11225",OK,276 FENIMORE STREET,BROOKLYN,11225,309,BK3,40.658475,-73.953808,3050430048,,Food Pantry,Morning
MUNA SOCIAL SERVICES EAST FLATBUSH (FPH),"167 EAST 43rd St, Brooklyn, NY, 11203, USA",Food Pantry,ClosedOpens 5:00 PM Mon(212) 920-6202,(212) 920-6202,5:00 PM,Mon,"167 EAST 43rd St, Brooklyn, NY, 11203, USA",OK,167 EAST   43 STREET,BROOKLYN,11203,317,BK3,40.651946,-73.937192,3048800043,,Food Pantry,Afternoon
JAMAICA BENEVOLENT ARM & CULTURAL CENTER,"2230 Light St, Bronx, New York, 10466",Food Pantry,ClosedOpens 10:00 AM Sat(646) 907-9858,(646) 907-9858,10:00 AM,Sat,"2230 Light St, Bronx, New York, 10466",OK,2230 LIGHT STREET,BRONX,10466,212,BX2,40.887818,-73.830792,2049500041,,Food Pantry,Morning
ONE WAY CHURCH OF CHRIST,"216-11 Merrick Blvd, Springfield Gardens, New York, 11413",Food Pantry,ClosedOpens 11:00 AM Sat(718) 525-4260,(718) 525-4260,11:00 AM,Sat,"216-11 Merrick Blvd, Springfield Gardens, New York, 11413",OK,216-11 MERRICK BOULEVARD,QUEENS,11413,413,QN4,40.680017,-73.752397,4129560012,,Food Pantry,Noon
"HOLY TEMPLE CHURCH, INC","136-25 Springfield Blvd, Springfield Gardens, New York, 11413",Food Pantry,ClosedOpens 11:00 AM Sat(718) 276-2900,(718) 276-2900,11:00 AM,Sat,"136-25 Springfield Blvd, Springfield Gardens, New York, 11413",OK,136-25 SPRINGFIELD BOULEVARD,QUEENS,11413,413,QN4,40.677163,-73.75527,4130180036,,Food Pantry,Noon
CHILDREN OF THE LIGHT INTERNATIONAL MINISTRIES INC,"1171 E 95th St, Brooklyn, New York, 11236",Food Pantry,ClosedOpens 10:00 AM Fri(347) 794-4130,(347) 794-4130,10:00 AM,Fri,"1171 E 95th St, Brooklyn, New York, 11236",OK,1171 EAST   95 STREET,BROOKLYN,11236,318,BK3,40.642131,-73.901835,3082030033,,Food Pantry,Morning
"AL-MADINAH SCHOOL, INC (FP)","383 3rd Ave, Brooklyn, NY, 11215, USA",Food Pantry,ClosedOpens 12:30 PM Fri(718) 222-4986,(718) 222-4986,12:30 PM,Fri,"383 3rd Ave, Brooklyn, NY, 11215, USA",OK,383 3 AVENUE,BROOKLYN,11215,306,BK2,40.674396,-73.988561,3009800001,,Food Pantry,Noon
BETHANIE FRENCH SEVENTH-DAY ADVENTIST CHURCH,"2059 Bedford Ave, Brooklyn, New York, 11226",Food Pantry,ClosedOpens 10:00 AM undefined(929) 340-4778,(929) 340-4778,10:00 AM,No Info,"2059 Bedford Ave, Brooklyn, New York, 11226",OK,2059 BEDFORD AVENUE,BROOKLYN,11226,317,BK3,40.654392,-73.956219,3050650011,,Food Pantry,Morning
CAMP FRIENDSHIP FOOD PANTRY IN PARK SLOPE,"339 8th St, Brooklyn, NY, 11215, USA",Food Pantry,ClosedOpens 9:00 AM Sat(718) 965-3695,(718) 965-3695,9:00 AM,Sat,"339 8th St, Brooklyn, NY, 11215, USA",OK,339 8 STREET,BROOKLYN,11215,306,BK2,40.66896,-73.984078,3009990046,,Food Pantry,Morning
"UNITED YES WE CAN, UNIDOS SISE PUEDE, INC","4327 White Plains Rd, Bronx, NY, 10466, USA",Food Pantry,ClosedOpens 12:00 PM Sat(646) 321-5045,(646) 321-5045,12:00 PM,Sat,"4327 White Plains Rd, Bronx, NY, 10466, USA",OK,4327 WHITE PLAINS ROAD,BRONX,10466,212,BX2,40.896369,-73.855746,2050390016,,Food Pantry,Noon
OUR LADY OF MIRACLES-CANARSIE CLUSTER CENTER,"757 E 86th St, Brooklyn, New York, 11236",Food Pantry,ClosedOpens 10:00 AM Sat(718) 257-2400,(718) 257-2400,10:00 AM,Sat,"757 E 86th St, Brooklyn, New York, 11236",OK,757 EAST   86 STREET,BROOKLYN,11236,318,BK3,40.639332,-73.90996,3080070012,,Food Pantry,Morning
CALVARY PENTECOSTAL CHURCH,"151 Woodruff Ave, Brooklyn, New York, 11226",Food Pantry,ClosedOpens 10:00 AM undefined(718) 469-8252,(718) 469-8252,10:00 AM,No Info,"151 Woodruff Ave, Brooklyn, New York, 11226",OK,151 WOODRUFF AVENUE,BROOKLYN,11226,314,BK5,40.654342,-73.961095,3050540062,,Food Pantry,Morning
PENIEL SEVENTH DAY ADVENTIST CHURCH,"1210 Utica Ave, Brooklyn, New York, 11203",Food Pantry,ClosedOpens 10:00 AM Fri(518) 652-3246,(518) 652-3246,10:00 AM,Fri,"1210 Utica Ave, Brooklyn, New York, 11203",OK,1210 UTICA AVENUE,BROOKLYN,11203,317,BK3,40.643172,-73.929475,3047700027,,Food Pantry,Morning
HOLY CROSS FOOD PANTRY - BROOKLYN,"2530 Church Ave, Brooklyn, New York, 11226",Food Pantry,ClosedOpens 2:00 PM Thu(718) 469-5900,(718) 469-5900,2:00 PM,Thu,"2530 Church Ave, Brooklyn, New York, 11226",OK,2530 CHURCH AVENUE,BROOKLYN,11226,317,BK3,40.650593,-73.954127,3051040053,,Food Pantry,Afternoon
THE CITY OF GRACE INC,"3402 Tilden Ave, Brooklyn, NY, 11203, USA",Food Pantry,ClosedOpens 11:00 AM Tue(718) 693-7074,(718) 693-7074,11:00 AM,Tue,"3402 Tilden Ave, Brooklyn, NY, 11203, USA",OK,3402 TILDEN AVENUE,BROOKLYN,11203,317,BK3,40.647034,-73.945128,3049190001,,Food Pantry,Noon
VFW #5298,"143-17 Springfield Blvd, Springfield Gardens, New York, 11413",Food Pantry,ClosedOpens 2:00 PM Wed(516) 582-5426,(516) 582-5426,2:00 PM,Wed,"143-17 Springfield Blvd, Springfield Gardens, New York, 11413",OK,143-17 SPRINGFIELD BOULEVARD,QUEENS,11413,413,QN4,40.668109,-73.756857,4130830034,,Food Pantry,Afternoon
GOSHEN TEMPLE OF SEVENTH DAY ADVENTIST CHURCH (FP),"2414 Church Ave, Brooklyn, NY, 11226, USA",Food Pantry,ClosedOpens 1:00 PM Wed(917) 847-5528,(917) 847-5528,1:00 PM,Wed,"2414 Church Ave, Brooklyn, NY, 11226, USA",OK,2414 CHURCH AVENUE,BROOKLYN,11226,317,BK3,40.650533,-73.955569,3051040006,,Food Pantry,Afternoon
PENIEL HAITIAN CHURCH OF C AND MA,"2741 Albemarle Rd, Brooklyn, New York, 11226",Food Pantry,ClosedOpens 10:00 AM Sat(718) 469-3685,(718) 469-3685,10:00 AM,Sat,"2741 Albemarle Rd, Brooklyn, New York, 11226",OK,2741 ALBEMARLE ROAD,BROOKLYN,11226,317,BK3,40.648085,-73.950983,3051110055,,Food Pantry,Morning
MOUNT CARMEL WORSHIP AND OUTREACH CENTER (FP),"784 E 46th St, Brooklyn, New York, 11203",Food Pantry,ClosedOpens 12:00 PM Mon(917) 982-7987,(917) 982-7987,12:00 PM,Mon,"784 E 46th St, Brooklyn, New York, 11203",OK,784 EAST   46 STREET,BROOKLYN,11203,317,BK3,40.642384,-73.933299,3049620041,,Food Pantry,Noon
"ELITE LEARNERS, INC (FP)","4517 Avenue D, Brooklyn, NY, 11203, USA",Food Pantry,ClosedOpens 10:00 AM undefined(347) 221-0188,(347) 221-0188,10:00 AM,No Info,"4517 Avenue D, Brooklyn, NY, 11203, USA",OK,4517 AVENUE D,BROOKLYN,11203,317,BK3,40.641863,-73.933926,3049620043,,Food Pantry,Morning
CHURCH OF GOD OF SALVATION,"1615 Nostrand Ave, Brooklyn, New York, 11226",Food Pantry,OpenCloses 4:00 PM(718) 693-6486,(718) 693-6486,4:00 PM,No Info,"1615 Nostrand Ave, Brooklyn, New York, 11226",OK,1615 NOSTRAND AVENUE,BROOKLYN,11226,317,BK3,40.646512,-73.949103,3049150063,,Food Pantry,Afternoon
ST. THERESE OF LISIEUX R.C. CHURCH,"4410 Avenue D, Brooklyn, New York, 11203",Food Pantry,ClosedOpens 10:30 AM Tue(718) 451-0683,(718) 451-0683,10:30 AM,Tue,"4410 Avenue D, Brooklyn, New York, 11203",OK,4410 AVENUE D,BROOKLYN,11203,317,BK3,40.641786,-73.934924,3049780001,,Food Pantry,Morning
METROPOLITAN COUNCIL ON JEWISH POVERTY,"5361 Preston Ct, Brooklyn, New York, 11234",Food Pantry - Kosher,ClosedOpens 3:00 PM Thu(718) 763-5318,(718) 763-5318,3:00 PM,Thu,"5361 Preston Ct, Brooklyn, New York, 11234",OK,5361 PRESTON COURT,BROOKLYN,11234,318,BK3,40.637943,-73.924857,3079490214,Kosher,Food Pantry,Afternoon
BAY VIEW HOUSES RESIDENT ASSOCIATION,"2085 Rockaway Pkwy, Brooklyn, New York, 11236",Food Pantry,OpenCloses 1:30 PM(347) 307-0030,(347) 307-0030,1:30 PM,No Info,"2085 Rockaway Pkwy, Brooklyn, New York, 11236",OK,2085 ROCKAWAY PARKWAY,BROOKLYN,11236,318,BK3,40.632597,-73.888338,3083290225,,Food Pantry,Afternoon
JAMAICA QUEENS WESLEYAN CHURCH PANTRY,"134-49 228th St, Laurelton, NY, 11413, USA",Food Pantry,ClosedOpens 12:00 PM Sat(718) 712-0335,(718) 712-0335,12:00 PM,Sat,"134-49 228th St, Cambria Heights, NY 11411",OK,134-49 228 STREET,QUEENS,11413,413,QN4,40.675533,-73.742885,4131550006,,Food Pantry,Noon
RED HOOK COMMUNITY - REDEMPTION CHURCH,"27 HUNGTINGTON STREET, BROOKLYN, NY 11231",Food Pantry,ClosedOpens 10:00 AM undefined(347) 526-2697,(347) 526-2697,10:00 AM,No Info,"27 HUNGTINGTON STREET, BROOKLYN, NY 11231",OK,27 HUNBLDT STREET,BROOKLYN,11206,301,BK1,40.702021,-73.940593,3005250001,,Food Pantry,Morning
HEBREW EDUCATIONAL SOCIETY,"9502 Seaview Ave, Brooklyn, New York, 11236",Food Pantry - Kosher,OpenCloses 2:00 PM(718) 241-3000,(718) 241-3000,2:00 PM,No Info,"9502 Seaview Ave, Brooklyn, New York, 11236",OK,9502 SEAVIEW AVENUE,BROOKLYN,11236,318,BK3,40.632808,-73.89122,3083180008,Kosher,Food Pantry,Afternoon
LINDEN SEVENTH DAY ADVENTIST CHURCH COMMUNITY SERVICES (FP),"228-20 137th Ave, Springfield Gardens, New York, 11413",Food Pantry,ClosedOpens 10:00 AM Sun(718) 527-4072,(718) 527-4072,10:00 AM,Sun,"228-20 137th Ave, Springfield Gardens, New York, 11413",OK,228-20 137 AVENUE,QUEENS,11413,413,QN4,40.673332,-73.743903,4131690026,,Food Pantry,Morning
FLATBUSH SEVENTH DAY ADVENTIST CHURCH (FP),"261 E 21st St, Brooklyn, NY, 11226, USA",Food Pantry,ClosedOpens 11:00 AM Mon(718) 693-9180,(718) 693-9180,11:00 AM,Mon,"261 E 21st St, Brooklyn, NY, 11226, USA",OK,261 EAST   21 STREET,BROOKLYN,11226,314,BK5,40.648058,-73.959556,3051020073,,Food Pantry,Noon
ST. MARK'S UNITED METHODIST CHURCH,"2017 Beverley Rd, Brooklyn, New York, 11226",Food Pantry,ClosedOpens 12:00 PM Fri(718) 282-6304,(718) 282-6304,12:00 PM,Fri,"2017 Beverley Rd, Brooklyn, New York, 11226",OK,2017 BEVERLEY ROAD,BROOKLYN,11226,314,BK5,40.644891,-73.959742,3051240057,,Food Pantry,Noon
"FOOD FIRST, INC","165 Conover St, Brooklyn, New York, 11231",Food Pantry,ClosedOpens 10:00 AM Fri(917) 560-1119,(917) 560-1119,10:00 AM,Fri,"165 Conover St, Brooklyn, New York, 11231",OK,165 CONOVER STREET,BROOKLYN,11231,306,BK2,40.678282,-74.013996,3005650001,,Food Pantry,Morning
FERNANDE VALME' MINISTRIES INC,"1120 Flatbush Ave, Brooklyn, New York, 11226",Food Pantry,ClosedOpens 10:00 AM undefined(718) 284-1809,(718) 284-1809,10:00 AM,No Info,"1120 Flatbush Ave, Brooklyn, New York, 11226",OK,1120 FLATBUSH AVENUE,BROOKLYN,11226,314,BK5,40.643183,-73.957743,3051640022,,Food Pantry,Morning
EMMAUS SEVENTH DAY ADVENTIST CHURCH (FP),"1144 Flatbush Ave, Brooklyn, New York, 11226",Food Pantry,ClosedOpens 12:30 PM Tue(704) 502-1450,(704) 502-1450,12:30 PM,Tue,"1144 Flatbush Ave, Brooklyn, New York, 11226",OK,1144 FLATBUSH AVENUE,BROOKLYN,11226,314,BK5,40.642472,-73.957527,3051640034,,Food Pantry,Noon
MAMRE ENRICHMENT PROGRAM (FP),"1623 Utica Ave, Brooklyn, New York, 11234",Food Pantry,ClosedOpens 10:00 AM Sun(646) 617-8775,(646) 617-8775,10:00 AM,Sun,"1623 Utica Ave, Brooklyn, New York, 11234",OK,1623 UTICA AVENUE,BROOKLYN,11234,318,BK3,40.632461,-73.928311,3077540041,,Food Pantry,Morning
TAURUS ASSOCIATES INC.,"240-08 135th Ave, Rosedale, NY, 11422, USA",Food Pantry,ClosedOpens 3:00 PM Wed(718) 526-2177,(718) 526-2177,3:00 PM,Wed,"240-08 135th Ave, Rosedale, NY, 11422, USA",OK,240-08 135 AVENUE,QUEENS,11422,413,QN4,40.672149,-73.734466,4132210027,,Food Pantry,Afternoon
EVANGELICAL CRUSADE FOOD PANTRY (FP),"557 E 31st St, Brooklyn, New York, 11210",Food Pantry,ClosedOpens 2:00 PM Wed(718) 434-7250,(718) 434-7250,2:00 PM,Wed,"557 E 31st St, Brooklyn, New York, 11210",OK,557 EAST   31 STREET,BROOKLYN,11210,317,BK3,40.637181,-73.947104,3049950020,,Food Pantry,Afternoon
TREASURES IN EARTHEN JARS FOOD PANTRY (FP),"4124 Avenue H, Brooklyn, New York, 11210",Food Pantry,ClosedOpens 1:00 PM Sat(718) 308-9147,(718) 308-9147,1:00 PM,Sat,"4124 Avenue H, Brooklyn, New York, 11210",OK,4124 AVENUE H,BROOKLYN,11210,318,BK3,40.632323,-73.936702,3077450046,,Food Pantry,Afternoon
MUNA SOCIAL SERVICE BROOKLYN ISLAMIC CENTER (FPH),"722 Church Ave, Brooklyn, NY, 11218, USA",Food Pantry,ClosedOpens 3:00 PM Mon(212) 920-6202,(212) 920-6202,3:00 PM,Mon,"722 Church Ave, Brooklyn, NY, 11218, USA",OK,722 CHURCH AVENUE,BROOKLYN,11218,312,BK4,40.64557,-73.972783,3053400007,,Food Pantry,Afternoon
ST PETERS - YVONNE GITTENS FOOD,"137-28 244th St, Rosedale, NY, 11422, USA",Food Pantry,ClosedOpens 11:00 AM Sat(718) 360-7650,(718) 360-7650,11:00 AM,Sat,"137-28 244th St, Rosedale, NY, 11422, USA",OK,137-28 244 STREET,QUEENS,11422,413,QN4,40.667955,-73.733041,4132410043,,Food Pantry,Noon
OUR LADY OF REFUGE R.C. CHURCH (FP),"2020 Foster Ave, Brooklyn, New York, 11210",Food Pantry,ClosedOpens 10:00 AM Wed(718) 434-2090,(718) 434-2090,10:00 AM,Wed,"2020 Foster Ave, Brooklyn, New York, 11210",OK,2020 FOSTER AVENUE,BROOKLYN,11210,314,BK5,40.636456,-73.958111,3052200023,,Food Pantry,Morning
THE LOWER EASTSIDE GIRLS CLUB (FP),402 EAST 8TH STREET,Food Pantry,ClosedOpens 9:00 AM Wed(212) 982-1633,(212) 982-1633,9:00 AM,Wed,402 EAST 8TH STREET,OK,402 EAST    8 STREET,MANHATTAN,10009,103,MN2,40.723802,-73.976319,1003777503,,Food Pantry,Morning
